id,cluster,split,finetune
NZ_CP065363.1,7817,train,False
NZ_CP065364.1,7818,train,False
NZ_CP065368.1,7819,train,False
NZ_CP065371.1,7820,val,False
NZ_CP065372.1,7840,train,False
NZ_CP065396.1,7841,train,False
NZ_CP065398.1,7842,val,False
NZ_CP065402.1,7861,test,False
NZ_CP065407.1,7863,train,False
NZ_CP065408.1,7864,train,False
NZ_CP065409.1,7865,train,False
NZ_CP065413.1,7866,train,False
NZ_CP065414.1,7867,val,False
NZ_CP065415.1,449,train,False
NZ_CP065416.1,296,train,False
NZ_CP065418.1,7868,train,False
NZ_CP065423.1,7869,train,False
NZ_CP065433.1,64,train,False
NZ_CP065434.1,44,train,False
NZ_CP065475.1,7870,train,False
NZ_CP065510.1,7871,train,False
NZ_CP065512.1,7872,train,False
NZ_CP065514.1,534,test,False
NZ_CP065516.1,7874,train,False
NZ_CP065525.1,7875,train,False
NZ_CP065526.1,7876,train,False
NZ_CP065528.1,7860,train,False
NZ_CP065529.1,7843,train,False
NZ_CP065530.1,7859,train,False
NZ_CP065536.1,7844,test,False
NZ_CP065537.1,7845,train,False
NZ_CP065538.1,170,train,False
NZ_CP065541.1,7846,train,False
NZ_CP065542.1,7847,train,False
NZ_CP065543.1,7848,train,False
NZ_CP065548.1,7849,train,False
NZ_CP065549.1,7850,train,False
NZ_CP065550.1,7851,train,False
NZ_CP065552.1,50,train,False
NZ_CP065553.1,40,train,False
NZ_CP065555.1,7852,test,False
NZ_CP065556.1,7853,train,False
NZ_CP065557.1,7854,train,False
NZ_CP065558.1,6,train,False
NZ_CP065559.1,5,train,False
NZ_CP065565.1,20,val,False
NZ_CP065568.1,7855,val,False
NZ_CP065569.2,7856,train,False
NZ_CP065570.1,156,train,False
NZ_CP065571.1,0,train,False
NZ_CP065573.1,7857,train,False
NZ_CP065602.1,7858,train,False
NZ_CP065603.1,7813,test,False
NZ_CP065606.1,7802,train,False
NZ_CP065608.1,28,train,True
NZ_CP065609.1,3,train,True
NZ_CP065610.1,7736,train,False
NZ_CP065612.1,7801,val,False
NZ_CP065614.1,7748,train,False
NZ_CP065616.1,7749,train,False
NZ_CP065617.1,21,train,True
NZ_CP065623.1,7750,train,False
NZ_CP065625.1,7751,train,False
NZ_CP065633.1,7752,train,False
NZ_CP065634.1,355,train,False
NZ_CP065636.1,7753,test,False
NZ_CP065638.1,7754,val,False
NZ_CP065644.1,7755,train,False
NZ_CP065645.1,7756,train,False
NZ_CP065649.1,7757,train,False
NZ_CP065654.1,108,train,False
NZ_CP065655.1,183,test,False
NZ_CP065657.1,32,train,False
NZ_CP065663.1,7758,train,False
NZ_CP065667.1,7759,train,False
NZ_CP065669.1,7760,train,False
NZ_CP065671.1,7761,val,False
NZ_CP065676.1,7762,train,False
NZ_CP065678.1,7747,train,False
NZ_CP065680.1,7746,train,False
NZ_CP065685.1,7745,train,False
NZ_CP065690.1,7744,test,False
NZ_CP065692.1,7728,train,False
NZ_CP065694.1,17,train,False
NZ_CP065698.1,355,train,False
NZ_CP065701.1,7729,train,False
NZ_CP065703.1,7730,train,False
NZ_CP065708.1,7732,train,False
NZ_CP065709.1,7733,train,False
NZ_CP065714.1,7734,train,False
NZ_CP065715.1,258,train,False
NZ_CP065716.1,7727,train,False
NZ_CP065719.1,7735,train,False
NZ_CP065724.1,7737,train,False
NZ_CP065727.1,7738,test,False
NZ_CP065730.1,7739,val,False
NZ_CP065731.1,118,train,False
NZ_CP065732.1,7740,train,False
NZ_CP065733.1,7741,train,False
NZ_CP065734.1,7742,val,False
NZ_CP065736.1,7743,train,False
NZ_CP065740.1,7763,test,False
NZ_CP065741.1,7764,train,False
NZ_CP065742.1,7765,train,False
NZ_CP065744.1,7784,train,False
NZ_CP065746.1,136,train,False
NZ_CP065753.1,7786,train,False
NZ_CP065755.1,7787,train,False
NZ_CP065756.1,7788,val,False
NZ_CP065757.1,7789,train,False
NZ_CP065758.1,190,train,False
NZ_CP065759.1,30,train,False
NZ_CP065760.1,216,train,False
NZ_CP065761.1,90,train,False
NZ_CP065762.1,40,train,False
NZ_CP065763.1,40,train,False
NZ_CP065768.1,7790,train,False
NZ_CP065769.1,290,train,False
NZ_CP065771.1,7791,val,False
NZ_CP065772.1,7792,train,False
NZ_CP065774.1,7793,train,False
NZ_CP065775.1,7794,train,False
NZ_CP065776.1,7795,train,False
NZ_CP065778.1,7796,train,False
NZ_CP065779.1,7797,train,False
NZ_CP065780.1,61,train,False
NZ_CP065781.1,660,train,False
NZ_CP065782.1,30,train,False
NZ_CP065783.1,40,train,False
NZ_CP065785.1,7799,train,False
NZ_CP065786.1,7800,train,False
NZ_CP065793.1,7785,train,False
NZ_CP065794.1,15,test,False
NZ_CP065796.1,7783,test,False
NZ_CP065798.1,7766,train,False
NZ_CP065799.1,7782,train,False
NZ_CP065803.1,7767,train,False
NZ_CP065805.1,7768,train,False
NZ_CP065806.1,7769,train,False
NZ_CP065807.1,7770,train,False
NZ_CP065808.1,7771,train,False
NZ_CP065809.1,7772,train,False
NZ_CP065810.1,7773,train,False
NZ_CP065811.1,7774,train,False
NZ_CP065812.1,7775,test,False
NZ_CP065813.1,7776,val,False
NZ_CP065814.1,7777,train,False
NZ_CP065815.1,7778,train,False
NZ_CP065816.1,7779,train,False
NZ_CP065817.1,7780,train,False
NZ_CP065818.1,7781,train,False
NZ_CP065819.1,7878,train,False
NZ_CP065826.1,7803,train,False
NZ_CP065827.1,7879,val,False
NZ_CP065828.1,756,train,False
NZ_CP065829.1,211,train,False
NZ_CP065830.1,107,train,False
NZ_CP065832.1,7957,train,False
NZ_CP065834.1,7979,val,False
NZ_CP065835.1,422,train,False
NZ_CP065836.1,13,train,False
NZ_CP065837.1,35,train,False
NZ_CP065839.1,7980,train,False
NZ_CP065840.1,68,train,False
NZ_CP065842.1,7981,train,False
NZ_CP065843.1,4,train,False
NZ_CP065844.1,239,val,False
NZ_CP065845.1,16,train,False
NZ_CP065847.1,7982,train,False
NZ_CP065893.1,7983,val,False
NZ_CP065894.1,7985,train,False
NZ_CP065895.1,7986,train,False
NZ_CP065896.1,7987,train,False
NZ_CP065897.1,7988,test,False
NZ_CP065898.1,7989,train,False
NZ_CP065899.1,7990,train,False
NZ_CP065900.1,7991,test,False
NZ_CP065901.1,710,train,False
NZ_CP065902.1,441,train,False
NZ_CP065903.1,441,train,False
NZ_CP065904.1,441,train,False
NZ_CP065905.1,414,train,False
NZ_CP065906.1,414,train,False
NZ_CP065907.1,424,train,False
NZ_CP065908.1,424,train,False
NZ_CP065909.1,7978,train,False
NZ_CP065910.1,494,train,False
NZ_CP065911.1,7977,train,False
NZ_CP065912.1,7976,train,False
NZ_CP065913.1,7975,train,False
NZ_CP065914.1,7959,val,False
NZ_CP065916.1,7960,train,False
NZ_CP065917.1,7961,train,False
NZ_CP065922.1,7962,train,False
NZ_CP065923.1,51,train,False
NZ_CP065929.1,7963,test,False
NZ_CP065930.1,7964,val,False
NZ_CP065931.1,7965,train,False
NZ_CP065932.1,7958,train,False
NZ_CP065933.1,82,val,False
NZ_CP065934.1,30,train,False
NZ_CP065935.1,40,train,False
NZ_CP065940.1,7966,train,False
NZ_CP065941.1,9,test,False
NZ_CP065942.1,37,train,False
NZ_CP065944.1,7968,train,False
NZ_CP065945.1,7969,train,False
NZ_CP065950.1,7970,train,False
NZ_CP065951.1,1,train,False
NZ_CP065952.1,7971,train,False
NZ_CP065953.1,7972,train,False
NZ_CP065954.1,7973,train,False
NZ_CP065961.1,7974,test,False
NZ_CP065962.1,15,test,False
NZ_CP065963.1,334,val,False
NZ_CP065969.1,7994,train,False
NZ_CP065971.1,7995,train,False
NZ_CP065985.1,7996,train,False
NZ_CP065986.1,8015,train,False
NZ_CP065987.1,8017,train,False
NZ_CP065988.1,143,train,False
NZ_CP065996.1,8018,val,False
NZ_CP066008.1,19,train,False
NZ_CP066010.1,8019,test,False
NZ_CP066011.1,8020,train,False
NZ_CP066012.1,8021,train,False
NZ_CP066020.1,8022,val,False
NZ_CP066025.1,8023,train,False
NZ_CP066028.1,8024,train,False
NZ_CP066029.1,160,train,False
NZ_CP066030.1,215,train,False
NZ_CP066031.1,668,train,False
NZ_CP066033.1,8025,test,False
NZ_CP066034.1,8026,train,False
NZ_CP066035.1,510,train,True
NZ_CP066048.1,8027,train,False
NZ_CP066051.1,8028,train,False
NZ_CP066054.1,8029,train,False
NZ_CP066056.1,8030,train,False
NZ_CP066063.1,8031,train,False
NZ_CP066068.1,8016,train,False
NZ_CP066070.1,535,val,False
NZ_CP066072.1,8014,train,False
NZ_CP066077.1,7997,train,False
NZ_CP066079.1,8013,train,False
NZ_CP066080.1,7998,train,False
NZ_CP066082.1,7999,train,False
NZ_CP066086.1,8000,train,False
NZ_CP066090.1,5,train,False
NZ_CP066091.1,1,train,False
NZ_CP066095.1,8001,train,False
NZ_CP066096.1,8002,train,False
NZ_CP066097.1,8003,train,False
NZ_CP066098.1,8004,train,False
NZ_CP066099.1,77,train,False
NZ_CP066100.1,26,train,False
NZ_CP066102.1,8005,val,False
NZ_CP066103.1,8006,train,False
NZ_CP066104.1,8007,train,False
NZ_CP066105.1,8008,test,False
NZ_CP066106.1,17,train,False
NZ_CP066107.1,14,train,False
NZ_CP066109.1,8009,train,False
NZ_CP066110.1,8010,train,False
NZ_CP066111.1,8011,train,False
NZ_CP066112.1,8012,train,False
NZ_CP066113.1,17,train,False
NZ_CP066114.1,14,train,False
NZ_CP066139.1,36,train,False
NZ_CP066141.1,77,train,False
NZ_CP066145.1,7967,train,False
NZ_CP066146.1,7890,train,False
NZ_CP066147.1,100,train,True
NZ_CP066148.1,132,train,True
NZ_CP066152.1,7955,train,False
NZ_CP066153.1,7902,train,False
NZ_CP066155.1,59,train,False
NZ_CP066174.1,7903,test,False
NZ_CP066177.1,74,val,False
NZ_CP066178.1,374,test,False
NZ_CP066181.1,374,test,False
NZ_CP066182.1,7904,train,False
NZ_CP066183.1,7905,train,False
NZ_CP066186.1,7906,train,False
NZ_CP066188.1,7907,train,False
NZ_CP066189.1,461,test,False
NZ_CP066190.1,7908,train,False
NZ_CP066191.1,370,train,False
NZ_CP066193.1,374,test,False
NZ_CP066195.1,7909,val,False
NZ_CP066196.1,7910,train,False
NZ_CP066220.1,453,train,False
NZ_CP066221.1,49,train,False
NZ_CP066230.1,7911,train,False
NZ_CP066231.1,33,train,False
NZ_CP066233.1,7912,train,False
NZ_CP066236.1,7913,train,False
NZ_CP066238.1,7914,train,False
NZ_CP066240.1,33,train,False
NZ_CP066248.1,7915,train,False
NZ_CP066250.1,7916,train,False
NZ_CP066251.1,7901,train,False
NZ_CP066252.1,7900,train,False
NZ_CP066253.1,5,train,False
NZ_CP066255.1,7899,val,False
NZ_CP066256.1,7898,train,False
NZ_CP066257.1,7882,train,False
NZ_CP066264.1,7883,train,False
NZ_CP066266.1,7884,train,False
NZ_CP066268.1,7885,train,False
NZ_CP066271.1,7887,test,False
NZ_CP066272.1,7888,train,False
NZ_CP066304.1,176,train,False
NZ_CP066305.1,212,train,False
NZ_CP066307.1,7881,val,False
NZ_CP066309.1,882,train,False
NZ_CP066311.1,7889,train,False
NZ_CP066312.1,7891,train,False
NZ_CP066313.1,7892,train,False
NZ_CP066314.1,7893,train,False
NZ_CP066316.1,7894,test,False
NZ_CP066317.1,73,train,False
NZ_CP066338.1,7895,train,False
NZ_CP066340.1,7896,train,False
NZ_CP066342.1,7897,train,False
NZ_CP066344.1,7917,train,False
NZ_CP066345.1,7918,val,False
NZ_CP066346.1,7919,test,False
NZ_CP066347.1,7938,train,False
NZ_CP066352.1,7940,train,False
NZ_CP066353.1,7941,train,False
NZ_CP066354.1,7942,train,False
NZ_CP066357.1,7943,train,False
NZ_CP066358.1,7944,test,False
NZ_CP066360.1,7945,train,False
NZ_CP066361.1,7946,train,False
NZ_CP066363.1,7947,train,False
NZ_CP066364.1,7948,train,False
NZ_CP066365.1,7949,val,False
NZ_CP066367.1,7950,train,False
NZ_CP066368.1,7951,train,False
NZ_CP066371.1,51,train,False
NZ_CP066372.1,51,train,False
NZ_CP066373.1,7953,train,False
NZ_CP066374.1,7954,test,False
NZ_CP066375.1,7939,train,False
NZ_CP066382.1,7937,train,False
NZ_CP066384.1,7921,train,False
NZ_CP066385.1,7922,train,False
NZ_CP066386.1,61,train,False
NZ_CP066387.1,67,train,False
NZ_CP066388.1,67,train,False
NZ_CP066390.1,7923,test,False
NZ_CP066391.1,7924,train,False
NZ_CP066392.1,7926,train,False
NZ_CP066393.1,50,train,False
NZ_CP066394.1,30,train,False
NZ_CP066395.1,90,train,False
NZ_CP066397.1,30,train,False
NZ_CP066398.1,230,train,False
NZ_CP066399.1,40,train,False
NZ_CP066400.1,40,train,False
NZ_CP066401.1,7927,train,False
NZ_CP066403.1,7928,train,False
NZ_CP066404.1,7929,train,False
NZ_CP066405.1,7930,train,False
NZ_CP066406.1,7931,train,False
NZ_CP066408.1,190,train,False
NZ_CP066410.1,7932,train,False
NZ_CP066411.1,7933,train,False
NZ_CP066412.1,58,val,False
NZ_CP066413.1,50,train,False
NZ_CP066414.1,40,train,False
NZ_CP066416.1,7934,train,False
NZ_CP066417.1,7418,train,False
NZ_CP066419.1,50,train,False
NZ_CP066420.1,40,train,False
NZ_CP066422.1,7110,train,False
NZ_CP066423.1,7109,train,False
NZ_CP066424.1,7108,test,False
NZ_CP066425.1,82,val,False
NZ_CP066426.1,30,train,False
NZ_CP066428.1,6285,train,False
NZ_CP066429.1,6286,test,False
NZ_CP066430.1,6287,train,False
NZ_CP066431.1,50,train,False
NZ_CP066432.1,30,train,False
NZ_CP066433.1,40,train,False
NZ_CP066435.1,6288,train,False
NZ_CP066436.1,6289,train,False
NZ_CP066437.1,6290,train,False
NZ_CP066438.1,6291,train,False
NZ_CP066439.1,61,train,False
NZ_CP066440.1,67,train,False
NZ_CP066441.1,30,train,False
NZ_CP066444.1,6292,train,False
NZ_CP066445.1,6293,train,False
NZ_CP066446.1,6294,train,False
NZ_CP066447.1,67,train,False
NZ_CP066448.1,50,train,False
NZ_CP066449.1,30,train,False
NZ_CP066450.1,40,train,False
NZ_CP066453.1,6295,train,False
NZ_CP066454.1,6296,train,False
NZ_CP066455.1,67,train,False
NZ_CP066456.1,40,train,False
NZ_CP066458.1,6297,val,False
NZ_CP066460.1,6298,train,False
NZ_CP066461.1,6299,test,False
NZ_CP066462.1,67,train,False
NZ_CP066463.1,61,train,False
NZ_CP066464.1,67,train,False
NZ_CP066465.1,30,train,False
NZ_CP066467.1,6284,train,False
NZ_CP066468.1,6283,train,False
NZ_CP066469.1,58,val,False
NZ_CP066470.1,67,train,False
NZ_CP066471.1,50,train,False
NZ_CP066472.1,40,train,False
NZ_CP066474.1,6282,val,False
NZ_CP066475.1,6281,train,False
NZ_CP066476.1,6265,val,False
NZ_CP066477.1,50,train,False
NZ_CP066478.1,67,train,False
NZ_CP066479.1,30,train,False
NZ_CP066481.1,6266,train,False
NZ_CP066482.1,6267,train,False
NZ_CP066483.1,6268,test,False
NZ_CP066484.1,50,train,False
NZ_CP066485.1,40,train,False
NZ_CP066489.1,6269,train,False
NZ_CP066490.1,15,test,False
NZ_CP066491.1,6270,val,False
NZ_CP066493.1,6271,train,False
NZ_CP066494.1,51,train,False
NZ_CP066495.1,15,test,False
NZ_CP066496.1,6264,train,False
NZ_CP066497.1,6274,train,False
NZ_CP066498.1,6275,train,False
NZ_CP066499.1,6276,train,False
NZ_CP066500.1,6277,train,False
NZ_CP066502.1,6278,test,False
NZ_CP066518.1,6280,train,False
NZ_CP066519.1,6300,test,False
NZ_CP066520.1,6301,train,False
NZ_CP066521.1,1,train,False
NZ_CP066522.1,5,train,False
NZ_CP066524.1,6302,train,False
NZ_CP066525.1,6321,train,False
NZ_CP066526.1,1,train,False
NZ_CP066527.1,5,train,False
NZ_CP066529.1,6325,test,False
NZ_CP066530.1,6326,train,False
NZ_CP066531.1,6327,train,False
NZ_CP066532.1,1,train,False
NZ_CP066533.1,5,train,False
NZ_CP066535.1,6328,train,False
NZ_CP066536.1,6329,train,False
NZ_CP066537.1,59,train,False
NZ_CP066538.1,5,train,False
NZ_CP066542.1,6330,train,False
NZ_CP066544.1,6331,val,False
NZ_CP066548.1,6332,train,False
NZ_CP066549.1,6333,train,False
NZ_CP066550.1,6334,train,False
NZ_CP066551.1,6335,train,False
NZ_CP066554.1,6336,test,False
NZ_CP066555.1,6337,train,False
NZ_CP066556.1,6322,val,False
NZ_CP066569.1,6320,train,False
NZ_CP066570.1,6303,train,False
NZ_CP066571.1,6319,test,False
NZ_CP066572.1,61,train,False
NZ_CP066573.1,30,train,False
NZ_CP066574.1,30,train,False
NZ_CP066575.1,40,train,False
NZ_CP066577.1,6304,train,False
NZ_CP066578.1,6305,val,False
NZ_CP066579.1,6306,train,False
NZ_CP066580.1,6307,train,False
NZ_CP066581.1,61,train,False
NZ_CP066582.1,40,train,False
NZ_CP066584.1,40,train,False
NZ_CP066585.1,6308,train,False
NZ_CP066586.1,6309,train,False
NZ_CP066587.1,6310,train,False
NZ_CP066588.1,61,train,False
NZ_CP066589.1,67,train,False
NZ_CP066590.1,30,train,False
NZ_CP066592.1,6311,train,False
NZ_CP066593.1,6312,train,False
NZ_CP066594.1,6313,train,False
NZ_CP066595.1,583,train,False
NZ_CP066596.1,67,train,False
NZ_CP066597.1,50,train,False
NZ_CP066599.1,6314,train,False
NZ_CP066600.1,6315,val,False
NZ_CP066601.1,61,train,False
NZ_CP066602.1,67,train,False
NZ_CP066603.1,50,train,False
NZ_CP066604.1,30,train,False
NZ_CP066605.1,40,train,False
NZ_CP066607.1,40,train,False
NZ_CP066608.1,6316,train,False
NZ_CP066609.1,6317,train,False
NZ_CP066610.1,6318,train,False
NZ_CP066611.1,67,train,False
NZ_CP066612.1,30,train,False
NZ_CP066613.1,793,train,False
NZ_CP066615.1,6273,train,False
NZ_CP066616.1,6262,train,False
NZ_CP066618.1,50,train,False
NZ_CP066623.1,6196,train,False
NZ_CP066624.1,6208,train,False
NZ_CP066625.1,6209,train,False
NZ_CP066626.1,50,train,False
NZ_CP066628.1,40,train,False
NZ_CP066630.1,6210,train,False
NZ_CP066631.1,6211,train,False
NZ_CP066632.1,6212,train,False
NZ_CP066633.1,67,train,False
NZ_CP066634.1,30,train,False
NZ_CP066635.1,30,train,False
NZ_CP066636.1,90,train,False
NZ_CP066638.1,6213,train,False
NZ_CP066639.1,6214,train,False
NZ_CP066640.1,6215,val,False
NZ_CP066641.1,6216,train,False
NZ_CP066642.1,50,train,False
NZ_CP066643.1,30,train,False
NZ_CP066644.1,40,train,False
NZ_CP066646.1,40,train,False
NZ_CP066647.1,6217,train,False
NZ_CP066648.1,6218,train,False
NZ_CP066649.1,6219,test,False
NZ_CP066650.1,67,train,False
NZ_CP066652.1,804,train,False
NZ_CP066654.1,6220,train,False
NZ_CP066655.1,6221,val,False
NZ_CP066656.1,6222,train,False
NZ_CP066657.1,50,train,False
NZ_CP066658.1,50,train,False
NZ_CP066660.1,6207,train,False
NZ_CP066661.1,6206,val,False
NZ_CP066662.1,6205,train,False
NZ_CP066663.1,61,train,False
NZ_CP066665.1,67,train,False
NZ_CP066666.1,30,train,False
NZ_CP066668.1,6204,train,False
NZ_CP066669.1,6188,train,False
NZ_CP066670.1,6189,test,False
NZ_CP066671.1,67,train,False
NZ_CP066672.1,50,train,False
NZ_CP066674.1,6190,val,False
NZ_CP066675.1,6191,train,False
NZ_CP066676.1,6192,train,False
NZ_CP066677.1,61,train,False
NZ_CP066678.1,67,train,False
NZ_CP066679.1,30,train,False
NZ_CP066720.1,106,train,False
NZ_CP066722.1,6194,train,False
NZ_CP066723.1,6187,train,False
NZ_CP066724.1,6195,train,False
NZ_CP066725.1,212,train,False
NZ_CP066727.1,6197,test,False
NZ_CP066728.1,106,train,False
NZ_CP066729.1,15,test,False
NZ_CP066747.1,6198,train,False
NZ_CP066749.1,6199,train,False
NZ_CP066750.1,6200,train,False
NZ_CP066751.1,38,test,True
NZ_CP066752.1,31,train,True
NZ_CP066754.1,6201,test,False
NZ_CP066755.1,6202,train,False
NZ_CP066757.1,6203,train,False
NZ_CP066758.1,28,train,True
NZ_CP066760.1,6223,test,False
NZ_CP066761.1,28,train,True
NZ_CP066764.1,6224,train,False
NZ_CP066765.1,6225,train,False
NZ_CP066766.1,6244,train,False
NZ_CP066767.1,6246,train,False
NZ_CP066768.1,6247,train,False
NZ_CP066773.1,6248,train,False
NZ_CP066778.1,77,train,False
NZ_CP066782.1,6249,train,False
NZ_CP066785.1,6250,test,False
NZ_CP066787.1,6251,val,False
NZ_CP066788.1,6252,train,False
NZ_CP066789.1,6253,train,False
NZ_CP066790.1,6254,train,False
NZ_CP066795.1,6255,train,False
NZ_CP066797.1,6256,train,False
NZ_CP066800.1,6257,train,False
NZ_CP066807.1,6258,train,False
NZ_CP066808.1,6259,train,False
NZ_CP066818.1,6260,train,False
NZ_CP066819.1,6245,train,False
NZ_CP066820.1,6243,train,False
NZ_CP066821.1,6226,train,False
NZ_CP066822.1,6242,val,False
NZ_CP066823.1,6227,train,False
NZ_CP066824.1,55,train,False
NZ_CP066825.1,41,val,False
NZ_CP066826.1,241,test,False
NZ_CP066827.1,574,train,False
NZ_CP066828.1,147,train,False
NZ_CP066829.1,166,train,False
NZ_CP066830.1,166,train,False
NZ_CP066834.1,89,train,False
NZ_CP066835.1,261,train,False
NZ_CP066837.1,6228,train,False
NZ_CP066838.1,6229,train,False
NZ_CP066840.1,6230,train,False
NZ_CP066841.1,6231,train,False
NZ_CP066842.1,99,train,True
NZ_CP066843.1,28,train,True
NZ_CP066845.1,6232,test,False
NZ_CP066846.1,6233,train,False
NZ_CP066852.1,6234,train,False
NZ_CP066854.1,6235,val,False
NZ_CP066888.1,6236,train,False
NZ_CP066889.1,1,train,False
NZ_CP066892.1,6237,train,False
NZ_CP066893.1,1,train,False
NZ_CP066894.1,5,train,False
NZ_CP066896.1,6238,train,False
NZ_CP066897.1,6239,train,False
NZ_CP066898.1,1,train,False
NZ_CP066901.1,6240,train,False
NZ_CP066902.1,1,train,False
NZ_CP066905.1,6241,test,False
NZ_CP066906.1,6338,train,False
NZ_CP066907.1,6263,train,False
NZ_CP066908.1,59,train,False
NZ_CP066909.1,5,train,False
NZ_CP066911.1,6339,train,False
NZ_CP066912.1,6417,train,False
NZ_CP066914.1,5,train,False
NZ_CP066916.1,6439,train,False
NZ_CP066917.1,1,train,False
NZ_CP066920.1,6440,train,False
NZ_CP066989.1,6441,train,False
NZ_CP066991.1,6442,train,False
NZ_CP066998.1,6443,test,False
NZ_CP067003.1,6444,train,False
NZ_CP067011.1,6446,train,False
NZ_CP067020.1,6447,train,False
NZ_CP067021.1,6448,train,False
NZ_CP067023.1,6449,train,False
NZ_CP067025.1,6450,train,False
NZ_CP067026.1,6451,val,False
NZ_CP067029.1,6452,train,False
NZ_CP067030.1,6453,train,False
NZ_CP067031.1,6,train,False
NZ_CP067034.1,6438,train,False
NZ_CP067035.1,6437,train,False
NZ_CP067036.1,6436,train,False
NZ_CP067039.1,6435,train,False
NZ_CP067040.1,6419,train,False
NZ_CP067046.1,6420,train,False
NZ_CP067047.1,6421,train,False
NZ_CP067058.1,6422,train,False
NZ_CP067059.1,6423,test,False
NZ_CP067061.1,6424,train,False
NZ_CP067062.1,6425,train,False
NZ_CP067067.1,6418,train,False
NZ_CP067068.1,6428,train,False
NZ_CP067072.1,6429,val,False
NZ_CP067073.1,6430,val,False
NZ_CP067074.1,6431,test,False
NZ_CP067075.1,6432,train,False
NZ_CP067076.1,6433,train,False
NZ_CP067077.1,6434,train,False
NZ_CP067092.1,6454,test,False
NZ_CP067103.1,88,train,False
NZ_CP067125.1,6455,train,False
NZ_CP067126.1,6456,train,False
NZ_CP067127.1,6475,val,False
NZ_CP067128.1,6477,train,False
NZ_CP067130.1,6478,train,False
NZ_CP067131.1,6479,train,False
NZ_CP067132.1,6480,train,False
NZ_CP067133.1,945,train,False
NZ_CP067135.1,6481,train,False
NZ_CP067137.1,6482,train,False
NZ_CP067138.1,284,train,False
NZ_CP067139.1,6483,train,False
NZ_CP067141.1,6484,train,False
NZ_CP067170.1,6485,train,False
NZ_CP067171.1,6486,train,False
NZ_CP067172.1,6487,test,False
NZ_CP067173.1,414,train,False
NZ_CP067174.1,414,train,False
NZ_CP067175.1,494,train,False
NZ_CP067176.1,567,test,False
NZ_CP067177.1,479,train,False
NZ_CP067178.1,947,train,False
NZ_CP067226.1,6490,train,False
NZ_CP067227.1,6491,train,False
NZ_CP067228.1,6476,train,False
NZ_CP067229.1,6457,train,False
NZ_CP067230.1,6473,train,False
NZ_CP067231.1,730,train,False
NZ_CP067233.1,6459,train,False
NZ_CP067234.1,6460,train,False
NZ_CP067236.1,6461,test,False
NZ_CP067237.1,6462,train,False
NZ_CP067238.1,6463,train,False
NZ_CP067239.1,28,train,True
NZ_CP067240.1,26,train,True
NZ_CP067242.1,6464,train,False
NZ_CP067243.1,16,train,True
NZ_CP067244.1,2,train,True
NZ_CP067246.1,6465,train,False
NZ_CP067247.1,6466,train,False
NZ_CP067248.1,133,test,True
NZ_CP067249.1,270,train,True
NZ_CP067251.1,6467,val,False
NZ_CP067252.1,6468,train,False
NZ_CP067253.1,12,train,True
NZ_CP067254.1,8,val,True
NZ_CP067256.1,6469,train,False
NZ_CP067257.1,6470,train,False
NZ_CP067258.1,16,train,False
NZ_CP067259.1,356,train,False
NZ_CP067260.1,292,test,False
NZ_CP067262.1,6471,train,False
NZ_CP067263.1,6472,train,False
NZ_CP067264.1,13,train,False
NZ_CP067266.1,6427,train,False
NZ_CP067267.1,6416,train,False
NZ_CP067268.1,6350,train,False
NZ_CP067269.1,6415,train,False
NZ_CP067270.1,6362,train,False
NZ_CP067271.1,23,train,True
NZ_CP067272.1,87,test,True
NZ_CP067273.1,221,train,True
NZ_CP067300.1,6366,train,False
NZ_CP067301.1,6367,train,False
NZ_CP067302.1,53,train,True
NZ_CP067304.1,6368,train,False
NZ_CP067305.1,6369,train,False
NZ_CP067306.1,53,train,True
NZ_CP067308.1,6370,train,False
NZ_CP067309.1,6371,train,False
NZ_CP067310.1,6372,train,False
NZ_CP067312.1,6373,train,False
NZ_CP067313.1,6374,train,False
NZ_CP067315.1,6375,train,False
NZ_CP067316.1,159,train,True
NZ_CP067317.1,17,train,True
NZ_CP067340.1,6376,train,False
NZ_CP067343.1,6361,test,False
NZ_CP067344.1,6360,train,False
NZ_CP067349.1,6359,val,False
NZ_CP067350.1,6358,train,False
NZ_CP067351.1,6342,train,False
NZ_CP067354.1,6343,val,False
NZ_CP067355.1,6345,test,False
NZ_CP067356.1,213,train,False
NZ_CP067357.1,6346,train,False
NZ_CP067366.1,6348,train,False
NZ_CP067367.1,195,train,False
NZ_CP067368.1,195,train,False
NZ_CP067371.1,6341,train,False
NZ_CP067373.1,6349,train,False
NZ_CP067384.1,6351,train,False
NZ_CP067385.1,141,train,False
NZ_CP067387.1,94,train,False
NZ_CP067388.1,139,train,False
NZ_CP067389.1,6352,train,False
NZ_CP067390.1,6353,test,False
NZ_CP067398.1,6354,train,False
NZ_CP067400.1,6355,train,False
NZ_CP067401.1,6357,train,False
NZ_CP067414.1,6377,train,False
NZ_CP067415.1,103,train,False
NZ_CP067418.1,6378,test,False
NZ_CP067419.1,6379,val,False
NZ_CP067421.1,6398,train,False
NZ_CP067422.1,6400,train,False
NZ_CP067423.1,6401,train,False
NZ_CP067424.1,6402,train,False
NZ_CP067425.2,6403,train,False
NZ_CP067427.1,28,train,True
NZ_CP067428.1,7,train,True
NZ_CP067429.1,157,train,True
NZ_CP067430.1,6404,train,False
NZ_CP067431.1,6405,train,False
NZ_CP067967.1,6406,train,False
NZ_CP068011.1,528,val,False
